Dataset_Name,Valuation_Profile,Dataset_Group,Business_Line,Value_Date
DATASET_2,PROFILE_1,GROUP_1,B_LINE_1,26-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_1,B_LINE_2,26-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_1,B_LINE_2,26-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_1,B_LINE_2,26-03-2020
DATASET_1,PROFILE_2,GROUP_1,B_LINE_1,26-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_1,B_LINE_1,26-03-2020
DATASET_2,PROFILE_2,GROUP_1,B_LINE_1,26-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_1,B_LINE_2,26-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_1,B_LINE_2,26-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_1,B_LINE_2,26-03-2020
DATASET_1,PROFILE_1,GROUP_2,B_LINE_1,26-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_2,B_LINE_1,26-03-2020
DATASET_2,PROFILE_1,GROUP_2,B_LINE_1,26-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_2,B_LINE_2,26-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_2,B_LINE_2,26-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_2,B_LINE_2,26-03-2020
DATASET_1,PROFILE_2,GROUP_2,B_LINE_1,26-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_2,B_LINE_1,26-03-2020
DATASET_2,PROFILE_2,GROUP_2,B_LINE_1,26-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_2,B_LINE_2,26-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_2,B_LINE_2,26-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_2,B_LINE_2,26-03-2020
DATASET_3,PROFILE_3,,B_LINE_3,26-03-2020
DATASET_4,PROFILE_3,,B_LINE_3,26-03-2020
DATASET_3,PROFILE_4,,B_LINE_3,26-03-2020
DATASET_4,PROFILE_4,,B_LINE_3,26-03-2020
DATASET_3,PROFILE_5,,B_LINE_3,26-03-2020
DATASET_4,PROFILE_5,,B_LINE_3,26-03-2020
DATASET_1,PROFILE_1,GROUP_1,B_LINE_1,27-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_1,B_LINE_1,27-03-2020
DATASET_2,PROFILE_1,GROUP_1,B_LINE_1,27-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_1,B_LINE_2,27-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_1,B_LINE_2,27-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_1,B_LINE_2,27-03-2020
DATASET_1,PROFILE_2,GROUP_1,B_LINE_1,27-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_1,B_LINE_1,27-03-2020
DATASET_2,PROFILE_2,GROUP_1,B_LINE_1,27-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_1,B_LINE_2,27-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_1,B_LINE_2,27-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_1,B_LINE_2,27-03-2020
DATASET_1,PROFILE_1,GROUP_2,B_LINE_1,27-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_2,B_LINE_1,27-03-2020
DATASET_2,PROFILE_1,GROUP_2,B_LINE_1,27-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_2,B_LINE_2,27-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_2,B_LINE_2,27-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_2,B_LINE_2,27-03-2020
DATASET_1,PROFILE_2,GROUP_2,B_LINE_1,27-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_2,B_LINE_1,27-03-2020
DATASET_2,PROFILE_2,GROUP_2,B_LINE_1,27-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_2,B_LINE_2,27-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_2,B_LINE_2,27-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_2,B_LINE_2,27-03-2020
DATASET_3,PROFILE_3,,B_LINE_3,27-03-2020
DATASET_4,PROFILE_3,,B_LINE_3,27-03-2020
DATASET_3,PROFILE_4,,B_LINE_3,27-03-2020
DATASET_4,PROFILE_4,,B_LINE_3,27-03-2020
DATASET_3,PROFILE_5,,B_LINE_3,27-03-2020
DATASET_4,PROFILE_5,,B_LINE_3,27-03-2020
DATASET_1,PROFILE_1,GROUP_1,B_LINE_1,28-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_1,B_LINE_1,28-03-2020
DATASET_2,PROFILE_1,GROUP_1,B_LINE_1,28-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_1,B_LINE_2,28-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_1,B_LINE_2,28-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_1,B_LINE_2,28-03-2020
DATASET_1,PROFILE_2,GROUP_1,B_LINE_1,28-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_1,B_LINE_1,28-03-2020
DATASET_2,PROFILE_2,GROUP_1,B_LINE_1,28-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_1,B_LINE_2,28-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_1,B_LINE_2,28-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_1,B_LINE_2,28-03-2020
DATASET_1,PROFILE_1,GROUP_2,B_LINE_1,28-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_2,B_LINE_1,28-03-2020
DATASET_2,PROFILE_1,GROUP_2,B_LINE_1,28-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_2,B_LINE_2,28-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_2,B_LINE_2,28-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_2,B_LINE_2,28-03-2020
DATASET_1,PROFILE_2,GROUP_2,B_LINE_1,28-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_2,B_LINE_1,28-03-2020
DATASET_2,PROFILE_2,GROUP_2,B_LINE_1,28-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_2,B_LINE_2,28-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_2,B_LINE_2,28-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_2,B_LINE_2,28-03-2020
DATASET_3,PROFILE_3,,B_LINE_3,28-03-2020
DATASET_4,PROFILE_3,,B_LINE_3,28-03-2020
DATASET_3,PROFILE_4,,B_LINE_3,28-03-2020
DATASET_4,PROFILE_4,,B_LINE_3,28-03-2020
DATASET_3,PROFILE_5,,B_LINE_3,28-03-2020
DATASET_4,PROFILE_5,,B_LINE_3,28-03-2020
DATASET_1,PROFILE_1,GROUP_1,B_LINE_1,29-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_1,B_LINE_1,29-03-2020
DATASET_2,PROFILE_1,GROUP_1,B_LINE_1,29-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_1,B_LINE_2,29-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_1,B_LINE_2,29-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_1,B_LINE_2,29-03-2020
DATASET_1,PROFILE_2,GROUP_1,B_LINE_1,29-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_1,B_LINE_1,29-03-2020
DATASET_2,PROFILE_2,GROUP_1,B_LINE_1,29-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_1,B_LINE_2,29-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_1,B_LINE_2,29-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_1,B_LINE_2,29-03-2020
DATASET_1,PROFILE_1,GROUP_2,B_LINE_1,29-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_2,B_LINE_1,29-03-2020
DATASET_2,PROFILE_1,GROUP_2,B_LINE_1,29-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_2,B_LINE_2,29-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_2,B_LINE_2,29-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_2,B_LINE_2,29-03-2020
DATASET_1,PROFILE_2,GROUP_2,B_LINE_1,29-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_2,B_LINE_1,29-03-2020
DATASET_2,PROFILE_2,GROUP_2,B_LINE_1,29-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_2,B_LINE_2,29-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_2,B_LINE_2,29-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_2,B_LINE_2,29-03-2020
DATASET_3,PROFILE_3,,B_LINE_3,29-03-2020
DATASET_4,PROFILE_3,,B_LINE_3,29-03-2020
DATASET_3,PROFILE_4,,B_LINE_3,29-03-2020
DATASET_4,PROFILE_4,,B_LINE_3,29-03-2020
DATASET_3,PROFILE_5,,B_LINE_3,29-03-2020
DATASET_4,PROFILE_5,,B_LINE_3,29-03-2020
DATASET_1,PROFILE_1,GROUP_1,B_LINE_1,30-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_1,B_LINE_1,30-03-2020
DATASET_2,PROFILE_1,GROUP_1,B_LINE_1,30-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_1,B_LINE_2,30-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_1,B_LINE_2,30-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_1,B_LINE_2,30-03-2020
DATASET_1,PROFILE_2,GROUP_1,B_LINE_1,30-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_1,B_LINE_1,30-03-2020
DATASET_2,PROFILE_2,GROUP_1,B_LINE_1,30-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_1,B_LINE_2,30-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_1,B_LINE_2,30-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_1,B_LINE_2,30-03-2020
DATASET_1,PROFILE_1,GROUP_2,B_LINE_1,30-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_2,B_LINE_1,30-03-2020
DATASET_2,PROFILE_1,GROUP_2,B_LINE_1,30-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_2,B_LINE_2,30-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_2,B_LINE_2,30-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_2,B_LINE_2,30-03-2020
DATASET_1,PROFILE_2,GROUP_2,B_LINE_1,30-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_2,B_LINE_1,30-03-2020
DATASET_2,PROFILE_2,GROUP_2,B_LINE_1,30-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_2,B_LINE_2,30-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_2,B_LINE_2,30-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_2,B_LINE_2,30-03-2020
DATASET_3,PROFILE_3,,B_LINE_3,30-03-2020
DATASET_4,PROFILE_3,,B_LINE_3,30-03-2020
DATASET_3,PROFILE_4,,B_LINE_3,30-03-2020
DATASET_4,PROFILE_4,,B_LINE_3,30-03-2020
DATASET_3,PROFILE_5,,B_LINE_3,30-03-2020
DATASET_4,PROFILE_5,,B_LINE_3,30-03-2020
DATASET_1,PROFILE_1,GROUP_1,B_LINE_1,31-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_1,B_LINE_1,31-03-2020
DATASET_2,PROFILE_1,GROUP_1,B_LINE_1,31-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_1,B_LINE_2,31-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_1,B_LINE_2,31-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_1,B_LINE_2,31-03-2020
DATASET_1,PROFILE_2,GROUP_1,B_LINE_1,31-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_1,B_LINE_1,31-03-2020
DATASET_2,PROFILE_2,GROUP_1,B_LINE_1,31-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_1,B_LINE_2,31-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_1,B_LINE_2,31-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_1,B_LINE_2,31-03-2020
DATASET_1,PROFILE_1,GROUP_2,B_LINE_1,31-03-2020
DATASET_1_LMM,PROFILE_1,GROUP_2,B_LINE_1,31-03-2020
DATASET_2,PROFILE_1,GROUP_2,B_LINE_1,31-03-2020
DATASET_FLOW1,PROFILE_1,GROUP_2,B_LINE_2,31-03-2020
DATASET_FLOW2,PROFILE_1,GROUP_2,B_LINE_2,31-03-2020
DATASET_FLOW3,PROFILE_1,GROUP_2,B_LINE_2,31-03-2020
DATASET_1,PROFILE_2,GROUP_2,B_LINE_1,31-03-2020
DATASET_1_LMM,PROFILE_2,GROUP_2,B_LINE_1,31-03-2020
DATASET_2,PROFILE_2,GROUP_2,B_LINE_1,31-03-2020
DATASET_FLOW1,PROFILE_2,GROUP_2,B_LINE_2,31-03-2020
DATASET_FLOW2,PROFILE_2,GROUP_2,B_LINE_2,31-03-2020
DATASET_FLOW3,PROFILE_2,GROUP_2,B_LINE_2,31-03-2020
DATASET_3,PROFILE_3,,B_LINE_3,31-03-2020
DATASET_4,PROFILE_3,,B_LINE_3,31-03-2020
DATASET_3,PROFILE_4,,B_LINE_3,31-03-2020
DATASET_4,PROFILE_4,,B_LINE_3,31-03-2020
DATASET_3,PROFILE_5,,B_LINE_3,31-03-2020
DATASET_4,PROFILE_5,,B_LINE_3,31-03-2020
